artists,title,genre,src,bpm,tags,rating
Deru,Midnight In The Garden With Ghosts Remix,electronic downtempo,yt,,soft,1
Deru,let the silence float,ambient,yt,,soft,1
Deru,only the circle,ambient,yt,,soft,1
Deru,1979 Full Album,ambient,yt,,soft,1
Popol_Vuh,Why Do I Still Sleep,neoclassical,yt,,soft,1
Karenn, I.D Boiler Room London,techno,yt,,,3
Sebastian_Mullaert,Boiler Room Berlin,techno,yt,,djset,2
Sebastian_Mullaert,Loop for today live The Dead Sea,electronic,yt,,melodic,2 
rival_consoles,suns's abandon,electronic downtempo,yt,180,melodic,1
legend_b,lost in love,techno acid,yt,160,trance melodic old,3
Nico_Moreno,Insolent Rave,techno,yt,155,heavy,3
Trym,The summer of rave 1989,techno,yt,151,heavy,3
Trym,Zone industrielle de Courbevoie,techno acid,yt,150,heavy,3
Trym,BDSM,techno acid,yt,150,heavy fat,3
Gijensu,Hyperlight,techno,yt,150,melodic heavy,3
clair,IV (Fight Against The Darkness),trance acid,sc,150,heavy,3
clair,II (Something Is Watching Us),trance,sc,150,heavy,3
Marco_Bailey,Scorpia,trance acid,yt,150,heavy,3
TRBL,forgotten tales,techno acid,yt,148,heavy,3
CJ_Bolland,The Prophet,trance,yt,148,heavy,3
Process_404,Latest Rave In The Bunker,techno,yt,148,heavy,3
clair,III (Across The Sky),trance,sc,148,heavy,3
clair,I (I Want To Believe),trance acid,sc,148,heavy,2
Yves_Deruyter,Back To Earth,trance,yt,147,,1
Klamer,Gott segne die Säure,techno acid,yt,146,,3
TRBL,diversity,techno acid,sc,145,melodic heavy,2
Nthng,The Traveller,trance,yt,145,melodic,2
TRYM,Idyllic,techno,yt,145,heavy,2
Trym,London Rave,techno,yt,145,heavy melodic,3
Nico_Moreno,Beyond The Limits,trance,yt,145,heavy,3
TRBL,cloudless,techno,yt,144,melodic heavy,1
TRBL,Eternal Darkness,techno,yt,144,melodic heavy,2
gijensu,year 5050,techno,yt,144,heavy melodic,2
TRBL,Drvgstore,techno acid,sc,143,heavy,1
Negative_Return,First Light,techno acid,yt,143,,2
Brulée Claire,Conflit,techno acid,yt,142,,2
Rival_Consoles,Walls,electronic downtempo,yt,141,melodic,2
extreme-trax,final fantasy,techno trance,yt,140,melodic,2
Trym,76 Million Light Years,techno acid,yt,140,,2
moderat,3 minutes of,electronic,yt,140,changing,1
AnD Perc,Fierce,techno,yt,140,heavy,1
AuxiliaryCompressorPlant,Disruption Of The Abysm I,techno,yt,140,heavy fat,2
Makornik,Caw Caw,techno,yt,140,dark heavy,2
Mayeul,Dysfunctional System,techno acid,yt,140,heavy,2
Scorp,New Energy,techno,yt,140,heavy,2
Weyner,The Voice Of Rave,techno acid,yt,140,dark,2
CONTREFAÇON,Casting,techno acid,yt,140,heavy,2
Niki_Istrefi,Red Armor,techno,yt,140,heavy dark boring,3
TRBL,volucris,techno acid,sc,139,heavy,1
Kai_Tracid,Trance & Acid,techno acid,yt,138,heavy voice,2
TRBL,the priest,techno acid,yt,138,melodic heavy,1
TRBL,artifact,techno,sc,138,melodic heavy,2
Johannes_Heil,The Chains Of Babylon,techno,yt,138,old heavy,3
Mellow_Trax,Phuture Vibes,techno acid,yt,138,heavy,3
I_Hate_Models,Requiem of Desolation,techno,yt,138,heavy,2
Niki_Istrefi,Chambers,techno,yt,138,heavy boring,2
push,universal nation,techno acid,yt,138,melodic heavy,3
2+2=5,Everything Comes To An End,techno acid,yt,137,heavy,2
rival_consoles,hidden,electronic downtempo,yt,137,melodic,2
Juxta_Position,Alley Groove,techno acid,yt,137,,2
I_Hate_Models,Totsuka No Tsurugi,techno acid,yt,137,heavy dark melodic,3
Tim_Tama,Unrelenting Assault,techno,yt,136,heavy,2
TRBL,Sleep Inducer,techno,sc,136,dark heavy,2
moderat,Les Grandes Marches,electronic,yt,136,melodic heavy,2
Anthro,Cred,techno,yt,136,heavy,2
I_Hate_Models,Daydream,techno acid,yt,136,heavy melodic,3
I_HATE_MODELS,Dissociative Disorders,techno,yt,136,heavy,1
I_Hate_Models,Warehouse Memories,techno,yt,136,heavy,2
YYYY,Relic,techno,yt,136,boring,2
SALVATORE_GENOVESE,Hidden Soul,techno,yt,136,heavy,3
I_Hate_Models,Shades of Night,techno,yt,136,melodic,1
Emmanuel_Top,Acid Phase,techno acid,yt,135,,3
UVB,Mixtion,techno,yt,135,melodic heavy,2
H880,KEPLER,techno,yt,135,heavy,2
Juxta_Position,One Ten,techno,yt,135,melodic heavy,2
Kobosil,Per,techno,yt,135,dark,1
Drop-E,Negligencia Hemisférica,techno,yt,135,heavy,1
Tim_Tama,Sometimes I Reminisce,techno acid,yt,135,heavy,2
Eomac,Spoock,techno,yt,135,heavy boring,3
Dentis,90's Bohemian Rave,techno,yt,135,heavy,3
Gert_P,Ik Wil,techno acid,yt,134,heavy,2
Under_Black_Helmet,Jagged,techno,yt,134,heavy,1
Public_Energy,Three O' Three,techno,yt,134,heavy old,3
Narciss,Epilog,techno,yt,134,melodic,2
I_HATE_MODELS,Sorrows of the Moon,techno,yt,134,heavy,2
Z.I.P.P.O,The Choice,techno,yt,133,boring,1
Bach,Ave Maria,classical,yt,,soft voice,1
Bach,Cello Suite No 1 in G,classical,yt,,soft cello,3
Bach Perlman,Partita 2 BWV 1004 allemande,classical,sp,,violin,2
Bach Perlman,Partita 2 BWV 1004 courante,classical,sp,,violin,1
Bach Perlman,Partita 2 BWV 1004 sarabande,classical,sp,,violin,2
Bach Perlman,Partita 2 BWV 1004 chaconne,classical,sp,,violin,3
Bach Perlman,Partita 2 BWV 1004 giguw,classical,sp,,violin,3
Bach,Violin Sonatas and Partitas BWV 1001 1006
beethoven,triple concerto,classical,sp,,cello piano violin orchestra,2
Beethoven,Piano Concerto 5 Emperor I,classical,sp,,piano orchestra powerful,3
Beethoven,Piano Concerto 5 Emperor II,classical,sp,,piano orchestra soft,3
Beethoven,Piano Concerto 5 Emperor III,classical,sp,,piano orchestra powerful,3
Beethoven,Cello Sonata No 3 in A major Op 69 allegro ma non troppo,classical,sp,,cello piano soft powerful,2
Beethoven,Choral Fantasy,classical,sp,,voice piano orchestra,3
Beethoven,Piano Sonata No. 14 in C-Sharp Minor Op. 27 No. 2 Moonlight: I. Adagio sostenuto,classical,sp,,piano sad soft,3
Beethoven,Piano Sonata No. 14 in C-Sharp Minor Op. 27 No. 2 Moonlight: II. Allegretto,classical,sp,,piano,3
Beethoven,Piano Sonata No. 14 in C-Sharp Minor Op. 27 No. 2 Moonlight: III. Presto agitato,classical,sp,,piano powerful,3
Beethoven,Overture Coriolan,classical,sp,,orchestra powerful,2
Beethoven,Piano Concerto No 3 in C minor Op 37 allegro con brio,classical,sp,,orchestra piano soft powerful happy,2
Beethoven,Piano Concerto No 3 in C minor Op 37 largo,classical,sp,,orchestra piano soft,2
Beethoven,Piano Concerto No 3 in C minor Op 37 rondo allegro,classical,sp,,orchestra piano soft powerful happy,2
Beethoven,Sonata No 29 in B flat Major Hammerklavier allegro,classical,sp,,piano ṕowerful,2
Beethoven,Sonata No 29 in B flat Major Hammerklavier scherzo assai vivace,classical,sp,,piano,2
Beethoven,Sonata No 29 in B flat Major Hammerklavier adagio sostenuto,classical,sp,,piano soft,3
Beethoven,Sonata No 29 in B flat Major Hammerklavier largo allegro risoluto,classical,sp,,piano,1
Beethoven,Symphony No. 8 in F Major Op. 93: I. Allegro vivace e con brio,classical,sp,,orchestra powerful,2
Beethoven,Symphony No. 8 in F Major Op. 93: II. Allegretto scherzando,classical,sp,,orchestra,2
Beethoven,Symphony No. 8 in F Major Op. 93: III. Tempo di Menuetto,classical,sp,,orchestra,2
Beethoven,Symphony No. 8 in F Major Op. 93: IV. Allegro vivace,classical,sp,,orchestra,2
Beethoven,Violin Concerto Op. 61: I. Allegro ma non troppo,classical,sp,,orchestra violin,2
Beethoven,Violin Concerto Op. 61: II. Larghetto,classical,sp,,orchestra violin soft,2
Beethoven,Violin Concerto Op. 61: III. Rondo,classical,sp,,orchestra violin,2
Beethoven,Piano Sonata No. 23 in F Minor Op. 57 Appassionata: I. Allegro assai,classical,sp,,piano,2
Beethoven,Piano Sonata No. 23 in F Minor Op. 57 Appassionata: II. Andante con moto,classical,sp,,piano soft,2
Beethoven,Piano Sonata No. 23 in F Minor Op. 57 Appassionata: III. Allegro ma non troppo - Presto,classical,sp,,piano,2
Beriot,1st violin concerto
Beriot,2nd violin concerto mvt1.1
Beriot,2nd violin concerto mvt1.2
Beriot,2th violin concerto mvt2 + 3
Beriot,3rd violin concerto mvt1
Beriot,3rd violin concerto mvt2 + 3
Beriot,4th violin concerto mvt1
Beriot,4th violin concerto mvt2 + 3
Beriot,5th violin concerto mvt1
Beriot,5th violin concerto mvt2 + 3
Beriot,8th violin concerto mvt1.1
Beriot,8th violin concerto mvt1.2 + 2
Beriot,8th violin concerto mvt3
Beriot,mvt1+2 9th violin concerto
Beriot,mvt3 9th violin concerto
Beriot,Prélude ou Improvisation op post for solo violin
Beriot,Scene de Ballet op100 
Beriot,Concerto No 7 in G major Op 76
Brahms,Symphony No.3 I,classical,sp,,orchestra,2
Brahms,Symphony No.3 II,classical,sp,,orchestra soft,2
Brahms,Symphony No.3 III,classical,sp,,orchestra soft,3
Brahms,Symphony No.3 IV,classical,sp,,orchestra soft,
Brahms,Sonata for Cello and Piano No.1 in E minor Op.38: 1. Allegro non troppo,classical,sp,,cello piano,2
Brahms,Sonata for Cello and Piano No.1 in E minor Op.38: 2. Allegretto quasi minuetto,classical,sp,,cello piano,2
Brahms,Sonata for Cello and Piano No.1 in E minor Op.38: 3. Allegro - Più presto,classical,sp,,cello piano,2
Brahms,Hungarian Dance No.1 in G Minor WoO 1,classical,sp,,powerful,3
Brahms,Hungarian Dance No.2 in D minor,classical,sp,,powerful,2
Brahms,Hungarian Dance No.3 In F Major WoO 1,classical,sp,,powerful,2
Brahms,Hungarian Dance No.4 in F sharp minor,classical,sp,,powerful,3
Brahms,Hungarian Dance No.5 in G minor,classical,sp,,powerful,2
Brahms,Hungarian Dance No.6 in D flat,classical,sp,,powerful,3
Brahms,Hungarian Dance No.7 in F / A,classical,sp,,powerful,2
Brahms,Hungarian Dance No.8 in A minor,classical,sp,,powerful,2
Brahms,Hungarian Dance No.9 in E minor,classical,sp,,powerful,2
Brahms,Hungarian Dance No.10 In F,classical,sp,,powerful,2
Brahms,Hungarian Dance No.11 in D minor,classical,sp,,powerful,3
Brahms,Hungarian Dance No.12 in D Minor WoO 1,classical,sp,,powerful,2
Brahms,Hungarian Dance No.13 In D,classical,sp,,powerful,2
Brahms,Hungarian Dance No.14 in D minor,classical,sp,,powerful,2
Brahms,Hungarian Dance No.15 in B flat,classical,sp,,powerful,2
Brahms,Hungarian Dance No.16 in F minor / major,classical,sp,,powerful,2
Brahms,Hungarian Dance No.17 in F sharp minor,classical,sp,,powerful,3
Brahms,Hungarian Dance No.18 in D,classical,sp,,powerful,2
Brahms,Hungarian Dance No.19 In B Minor,classical,sp,,powerful,2
Brahms,Hungarian Dance No.20 in E minor,classical,sp,,powerful,2
Brahms,Hungarian Dance No.21 In E Minor,classical,sp,,powerful,2
Bruch,Scottish Fantasy Op. 46: I. Introduction (Grave),classical,sp,,powerful violin,2
Bruch,Scottish Fantasy Op. 46: II. Adagio cantabile,classical,sp,,powerful violin,2
Bruch,Scottish Fantasy Op. 46: III. Allegro - Adagio,classical,sp,,powerful violin,3
Bruch,Scottish Fantasy Op. 46: IV. Andante sostenuto,classical,sp,,powerful violin,2
Bruch,Scottish Fantasy Op. 46: V. Finale - Allegro guerriero,classical,sp,,powerful violin,3
Bruch,Violin Concerto no 1 G minor I,classical,sp,,violin orchestra soft powerful,3
Bruch,Violin Concerto no 1 G minor II,classical,sp,,violin orchestra soft,3
Bruch,Violin Concerto no 1 G minor III,classical,sp,,violin orchestra powerful,3
chopin,berceuse,classical,sp,,soft piano,2
chopin,funeral march III lento
Chopin,Mazurka No.1 In F Sharp Minor Op.6 No.1,classical,sp,,piano soft powerful,3
Chopin,Mazurka No.2 In C Sharp Minor Op.6 No.2,classical,sp,,piano soft powerful,2
Chopin,Mazurka No.3 In E Op.6 No.3,classical,sp,,piano soft powerful soft powerful,2
Chopin,Mazurka No.4 In E Flat Minor Op.6 No.4,classical,sp,,piano soft powerful,2
Chopin,Mazurka No.5 in B Flat Op.7 No.1,classical,sp,,piano soft powerful,2
Chopin,Mazurka No.6 In A Minor Op.7 No.2,classical,sp,,piano,2
Chopin,Mazurka No.7 In F Minor Op.7 No.3,classical,sp,,piano,2
Chopin,Mazurka No.8 In A Flat Op.7 No.4,classical,sp,,piano,2
Chopin,Mazurka No.9 In C Op.7 No.5,classical,sp,,piano,2
Chopin,Mazurka No.10 In B Flat Op.17 No.1,classical,sp,,piano,2
Chopin,Mazurka No.11 In E Minor Op.17 No.2,classical,sp,,piano,2
Chopin,Mazurka No.12 In A Flat Op.17 No.3,classical,sp,,piano,2
Chopin,Mazurka No.13 In A Minor Op.17 No.4,classical,sp,,piano,2
Chopin,Mazurka No.14 In G Minor Op.24 No.1,classical,sp,,piano,2
Chopin,Mazurka No.15 In C Op.24 No.2,classical,sp,,piano,2
Chopin,Mazurka No.16 In A Flat Op.24 No.3,classical,sp,,piano,2
Chopin,Mazurka No.17 In B Flat Minor Op.24 No.4,classical,sp,,piano,2
Chopin,Mazurka No.18 In C Minor Op.30 No.1,classical,sp,,piano,2
Chopin,Mazurka No.19 In B Minor Op.30 No.2,classical,sp,,piano,2
Chopin,Mazurka No.20 In D Flat Op.30 No.3,classical,sp,,piano,2
Chopin,Mazurka No.21 In C Sharp Minor Op.30 No.4,classical,sp,,piano,2
Chopin,Mazurka No.22 In G Sharp Minor Op.33 No.1,classical,sp,,piano,2
Chopin,Mazurka No.23 in D Major Op.33 No.2,classical,sp,,piano,2
Chopin,Mazurka No.24 In C Op.33 No.3,classical,sp,,piano,2
Chopin,Mazurka No.25 In B Minor Op.33 No.4,classical,sp,,piano,2
Chopin,Mazurka No.26 In C Sharp Minor Op.41 No.1,classical,sp,,piano,2
Chopin,Mazurka No.27 In E Minor Op.41 No.2,classical,sp,,piano,2
Chopin,Mazurka No.28 In B Op.41 No.3,classical,sp,,piano,2
Chopin,Mazurka No.29 in A Flat Major Op.41 No.4,classical,sp,,piano,2
Chopin,Mazurka No.30 In G Op.50 No.1,classical,sp,,piano,2
Chopin,Mazurka No.31 In A Flat Op.50 No.2,classical,sp,,piano,2
Chopin,Mazurka No.32 In C Sharp Minor Op.50 No.3,classical,sp,,piano,2
Chopin,Mazurka No.33 In B Op.56 No.1,classical,sp,,piano,2
Chopin,Mazurka No.34 In C Op.56 No.2,classical,sp,,piano,2
Chopin,Mazurka No.35 In C Minor Op.56 No.3,classical,sp,,piano,2
Chopin,Mazurka No.36 In A Minor Op.59 No.1,classical,sp,,piano,2
Chopin,Mazurka No.37 In A Flat Op.59 No.2,classical,sp,,piano,2
Chopin,Mazurka No.38 In F Sharp Minor Op.59 No.3,classical,sp,,piano,2
Chopin,Mazurka No.39 In B Op.63 No.1,classical,sp,,piano,2
Chopin,Mazurka No.40 In F Minor Op.63 No.2,classical,sp,,piano,2
Chopin,Mazurka No.41 in C Sharp Minor Op.63 No.3,classical,sp,,piano,2
Chopin,Mazurka No.44 In G Op.67 No.1,classical,sp,,piano,2
Chopin,Mazurka in G Minor Op.67 No.2,classical,sp,,piano,2
Chopin,Mazurka in C Major Op.67 No.3,classical,sp,,piano,2
Chopin,Mazurka No.47 In A Minor Op.67 No.4,classical,sp,,piano,2
Chopin,Mazurka No.48 in C Op.68 No.1,classical,sp,,piano,2
Chopin,Mazurka No.49 In A Minor Op.68 No.2,classical,sp,,piano,2
Chopin,Mazurka No.50 In F Op.68 No.3,classical,sp,,piano,2
Chopin,Mazurka No.51 In F Minor Op.68 No.4,classical,sp,,piano,2
Chopin,Mazurka No.42 In A Minor (à Emile Gaillard),classical,sp,,piano,2
Chopin,Mazurka No.43 In A Minor Op. 67 No. 2,classical,sp,,piano,2
Chopin,Mazurka No.52 In B Flat (1826),classical,sp,,piano,2
Chopin,Mazurka No.53 In G,classical,sp,,piano,2
Chopin,Mazurka No.58 In A Flat,classical,sp,,piano,2
Chopin,Mazurka No.57 In C,classical,sp,,piano,2
Chopin,Mazurka In B Flat (1832),classical,sp,,piano,2
Chopin,Mazurka In D (1832),classical,sp,,piano,2
Chopin,Mazurka In D (1820),classical,sp,,piano,2
Chopin,Waltz Inz E Minor
Chopin,Waltz Op 70 No 1 in G flat
Chopin,Waltz Op 70 No 2 in F minor
Chopin,Cello Sonata in G minor Op 65
Chopin,Fantaisie Impromptu Op 66
Chopin,Marcia funebre Sonata n 2 op 35
Chopin,Nocturne No.1 In B Flat Minor Op.9 No.1,classical,sp,,soft piano,2
Chopin,Nocturne No.2 In E Flat Op.9 No.2,classical,sp,,soft piano,3
Chopin,Nocturne No.3 In B Op.9 No.3,classical,sp,,soft piano,2
Chopin,Nocturne No.4 In F Op.15 No.1,classical,sp,,soft powerful piano,2
Chopin,Nocturne No.5 In F Sharp Op.15 No.2,classical,sp,,soft piano,2
Chopin,Nocturne No.6 In G Minor Op.15 No.3,classical,sp,,soft piano,2
Chopin,Nocturne No.7 In C Sharp Minor Op.27 No.1,classical,sp,,soft piano,2
Chopin,Nocturne No.8 In D Flat Op.27 No.2,classical,sp,,soft piano,3
Chopin,Nocturne No.9 In B Op.32 No.1,classical,sp,,soft piano,2
Chopin,Nocturne No.10 In A Flat Op.32 No.2,classical,sp,,soft piano,2
Chopin,Nocturne No.11 In G Minor Op.37 No.1,classical,sp,,soft piano,2
Chopin,Nocturne No.12 In G Op.37 No.2,classical,sp,,soft piano,3
Chopin,Nocturne No.13 In C Minor Op.48 No.1,classical,sp,,soft powerful piano,3
Chopin,Nocturne No.14 In F Sharp Minor Op.48 No.2,classical,sp,,soft piano,2
Chopin,Nocturne No.15 In F Minor Op.55 No.1,classical,sp,,soft piano,2
Chopin,Nocturne No.16 In E Flat Op.55 No.2,classical,sp,,soft piano,2
Chopin,Nocturne No.17 In B Op.62 No.1,classical,sp,,soft piano,2
Chopin,Nocturne No.18 In E Op.62 No.2,classical,sp,,soft piano,2
Chopin,Nocturne No.19 In E Minor Op.72 No.1,classical,sp,,soft piano,2
Chopin,24 Préludes Op.28 1 in C Major,classical,sp,,piano,2
Chopin,24 Préludes Op.28 2 in A minor,classical,sp,,piano soft,2
Chopin,24 Préludes Op.28 3 in G Major,classical,sp,,piano,2
Chopin,24 Préludes Op.28 4 in E Minor,classical,sp,,piano soft powerful,2
Chopin,24 Préludes Op.28 5 in D major,classical,sp,,piano,1
Chopin,24 Préludes Op.28 6 In B Minor,classical,sp,,piano soft,3
Chopin,24 Préludes Op.28 7 In A Major,classical,sp,,piano soft,2
Chopin,24 Préludes Op.28 8 in F sharp minor,classical,sp,,piano,1
Chopin,24 Préludes Op.28 9 In E Major,classical,sp,,piano,1
Chopin,24 Préludes Op.28 10 in C sharp minor,classical,sp,,piano,1
Chopin,24 Préludes Op.28 11 in B major,classical,sp,,piano soft,2
Chopin,24 Préludes Op.28 12 in G sharp minor,classical,sp,,piano powerful,1
Chopin,24 Préludes Op.28 13 in F sharp major,classical,sp,,piano soft,2
Chopin,24 Préludes Op.28 14 in E flat minor,classical,sp,,piano,1
Chopin,24 Préludes Op.28 15 In D Flat Major "Raindrop",classical,sp,,piano soft,3
Chopin,24 Préludes Op.28 16 in B flat minor,classical,sp,,piano powerful,1
Chopin,24 Préludes Op.28 17 in A flat major,classical,sp,,piano soft powerful,2
Chopin,24 Préludes Op.28 18 in F minor,classical,sp,,piano powerful,1
Chopin,24 Préludes Op.28 19 in E flat major,classical,sp,,piano,2
Chopin,24 Préludes Op.28 20 in C minor,classical,sp,,piano powerful,2
Chopin,24 Préludes Op.28 21 in B flat major,classical,sp,,piano,1
Chopin,24 Préludes Op.28 22 in G Minor,classical,sp,,piano,1
Chopin,24 Préludes Op.28 23 in F Major,classical,sp,,piano soft,2
Chopin,24 Préludes Op.28 24,classical,sp,,piano soft powerful,2
Chopin,Piano Concerto No 1 I,classical,sp,,powerful piano orchestra,2
Chopin,Piano Concerto No 1 II,classical,sp,,soft piano orchestra,2
Chopin,Piano Concerto No 1 III,classical,sp,,powerful piano orchestra,2
Chopin,Piano Concerto No. 2 in F Minor Op. 21: I. Maestoso,classical,sp,,piano orchestra powerful,2
Chopin,Piano Concerto No. 2 in F Minor Op. 21: II. Larghetto,classical,sp,,piano orchestra soft,3
Chopin,Piano Concerto No. 2 in F Minor Op. 21: III. Allegro vivace,classical,sp,,piano orchestra powerful,2
Chopin,Polonaise Op 53
Chopin,19 Waltzes 
Chopin,Scherzo No 2 Op 31
Chopin,Waltz Op 64 No 2
Debussy,Images
Debussy,Arabesque I 
Debussy,Ballade
DEBUSSY,CLAIR DE LUNE
Debussy,Mazurka 
Debussy,Nocturne
Debussy,Rêverie
Debussy,Six Épigraphes antiques 
Debussy,Valse Romantique
Dvořák,Symphony No.9 in E Minor Op.95 B.178 1,classical,sp,,powerful,1
Dvořák,Symphony No.9 in E Minor Op.95 B.178 2,classical,sp,,soft,2
Dvořák,Symphony No.9 in E Minor Op.95 B.178 3,classical,sp,,powerful,2
Dvořák,Symphony No.9 in E Minor Op.95 B.178 4,classical,sp,,powerful,2
Dvořák,Romance for piano and violin Op11
Dvořák,Slavonic Dance No 6
Dvořák,String Quartet No 12 in F major Op 96 'American'
Grieg,String Quartet No 1 in G Minor Op 27
Grieg,In the Hall of the Mountain King
Enrico_Caruso,Addio Mia Bella Napoli
Enrico_Caruso,Amor Mio
Enrico_Caruso,A vucchella
Enrico_Caruso,Celeste Aida 1911
Enrico_Caruso,Core 'ngrato
Enrico_Caruso,Donna non vidi mai 
Enrico_Caruso,E lucevan le stelle 1904 
Enrico_Caruso,Fenesta che lucive 
Enrico_Caruso,Ideale (1906)
Enrico_Caruso,I`m'arricordo 'e Napule 
Enrico_Caruso,La Bohème Che Gelida Manina 
Enrico_Caruso,Mamma mia che vo'sape'
Enrico_Caruso,Mamma quel vino è generoso
Enrico_Caruso,M'appari' tutt'amor
Enrico_Caruso,Musica proibita
Enrico_Caruso,O Lola (Cavalleria rusticana)
Enrico_Caruso,O Sole Mio
Enrico_Caruso,Over There
Enrico_Caruso,Recondita armonia
Enrico_Caruso,Rigoletto Bella Figlia dell'amore
Enrico_Caruso,Santa Lucia
Enrico_Caruso,Tosca Recondita armonia
Enrico_Caruso,Una Furtiva Lagrima
Enrico_Caruso,Un Di All'azzurro Spazio 
Enrico_Caruso,Vaghissima sembianza
Enrico_Caruso,Vesti la giubba
Enrico_Caruso,Vieni sul mar
Gershwin,Rhapsody in Blue
György Orbán Balzene,Suite for Strings
Haydn,Cello Concerto No1 in C Major
Berlioz,Symphonie Fantastique
liszt,Liebestraum No 3 in A flat Major,classical,sp,,soft piano,3
Liszt,Années de pèlerinage   II Italia   1 Sposalizio
Liszt,Bénédiction de Dieu dans la solitude
Liszt,Consolation D flat major  No3
Liszt,Consolations I et II
Liszt,Hungarian Rhapsody No 2 piano,classical,sp,,powerful piano,3
Liszt,Hungarian Rhapsody No 2 Orchestra,classsical,sp,,powerful orchestra,3
Liszt,Concert Etudes S.144 No. 3 Un Sospiro,classical,sp,,soft powerful,2
Locatelli,Concerti Grossi Op I
Locatelli,l'arte del violino op 3 concerto no 10 in F major
Locatelli,l'arte del violino op 3 concerto no 11 in A major
Locatelli,l'arte del violino op 3 concerto no 12 in D major
Locatelli,l'arte del violino op 3 concerto no 1 in D major
Locatelli,l'arte del violino op 3 concerto no 2 in C major
Locatelli,l'arte del violino op 3 concerto no 3 in A major
Locatelli,l'arte del violino op 3 concerto no 4 in E major
Locatelli,l'arte del violino op 3 concerto no 5 in C major
Locatelli,l'arte del violino op 3 concerto no 6 in G minor
Locatelli,l'arte del violino op 3 concerto no 7 in B flat major
Locatelli,l'arte del violino op 3 concerto no 8 in E minor
Locatelli,l'arte del violino op 3 concerto no 9 in G major
Locatelli,Concerto II in Do minore ' opIII
Locatelli,Violin Concerto op3 no12
Bizet,L'amour Est Un Oiseau Rebelle
Massenet,Meditation thais
Mendelssohn,Lieder ohne Worte
Mendelssohn,Violin Concerto in e minor op 64 I,classical,sp,,powerful,3
Mendelssohn,Violin Concerto in e minor op 64 II,classical,sp,,soft,2
Mendelssohn,Violin Concerto in e minor op 64 III,classical,sp,,powerful,3
Mozart,Violin Concerto No. 3 I,classical,sp,,powerful,3
Mozart,Violin Concerto No. 3 II,classical,sp,,soft,2
Mozart,Violin Concerto No. 3 III,classical,sp,,powerful,3
Mozart,Piano Concerto No. 21 in C K467 I,classical,sp,,powerful,3
Mozart,Piano Concerto No. 21 in C K467 II,classical,sp,,soft,3
Mozart,Piano Concerto No. 21 in C K467 III,classical,sp,,powerful,3
Mozart,Piano Concerto No. 27 in B flat K595 I,classical,sp,,powerful,2
Mozart,Piano Concerto No. 27 in B flat K595 II,classical,sp,,soft,2
Mozart,Piano Concerto No. 27 in B flat K595 III,classical,sp,,powerful,2
Mozart,Piano Concerto No.23 K.488 1,classical,sp,,powerful,3
Mozart,Piano Concerto No.23 K.488 2,classical,sp,,soft,3
Mozart,Piano Concerto No.23 K.488 3,classical,sp,,powerful,2
Mozart,Piano Concerto No.20 In D Minor K.466: 1,classical,sp,,powerful,2
Mozart,Piano Concerto No.20 In D Minor K.466: 2,classical,sp,,soft,2
Mozart,Piano Concerto No. 20 in D Minor K. 466: 3,classical,sp,,powerful,2
